"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.m_1","Input.url","Input.text_","Input.text","Answer.taskAnswers","Approve","Reject"
"307FVKVSZY9GDCOKQTM81761HQA74Y","30E4L8P2E9CNOGMU96TI711USER8B6","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.03","Tue Aug 02 13:18:21 PDT 2022","3","BatchId:4794448;OriginalHitTemplateId:928390909;","3600","259200","Tue Aug 09 13:18:21 PDT 2022","","","31QTRG6Q217N394X1P9Y52WHRXKPYV","A29HILIOBLRW1S","Submitted","Tue Aug 02 14:23:20 PDT 2022","Tue Aug 02 14:23:45 PDT 2022","Fri Aug 05 14:23:45 PDT 2022","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Heart-Disease/underlying-hear-diseases/show/775343#post_4051899""","""Underlying causes can be associated with agents (viral, medication, drugs,m alcohol. etc.) that damage the heart muscle and impair pumping and filling of heart chambers.\r\n\r\nAn underlying cause can be damaged/blocked vessels and the heart does not receive sufficient oxgenated blood.  \r\n\r\nThere can be birth defects.""","""Underlying causes can be associated with agents (viral, medication, drugs,m alcohol. etc.) that damage the heart muscle and impair pumping and filling of heart chambers.    An underlying cause can be damaged/blocked vessels and the heart does not receive sufficient oxgenated blood.      There can be birth defects.""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":true,""very_confident"":false},""q2a"":{""q2a1"":false,""q2a2"":false,""q2a3"":false,""q2a4"":true,""q2a5"":false,""q2a6"":false,""q2a7"":false,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
"307FVKVSZY9GDCOKQTM81761HQA74Y","30E4L8P2E9CNOGMU96TI711USER8B6","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.03","Tue Aug 02 13:18:21 PDT 2022","3","BatchId:4794448;OriginalHitTemplateId:928390909;","3600","259200","Tue Aug 09 13:18:21 PDT 2022","","","3A0EX8ZRNGILZF3NIKRXAIRSATRBYI","A2JP9IKRHNLRPI","Submitted","Tue Aug 02 13:18:34 PDT 2022","Tue Aug 02 13:19:22 PDT 2022","Fri Aug 05 13:19:22 PDT 2022","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Heart-Disease/underlying-hear-diseases/show/775343#post_4051899""","""Underlying causes can be associated with agents (viral, medication, drugs,m alcohol. etc.) that damage the heart muscle and impair pumping and filling of heart chambers.\r\n\r\nAn underlying cause can be damaged/blocked vessels and the heart does not receive sufficient oxgenated blood.  \r\n\r\nThere can be birth defects.""","""Underlying causes can be associated with agents (viral, medication, drugs,m alcohol. etc.) that damage the heart muscle and impair pumping and filling of heart chambers.    An underlying cause can be damaged/blocked vessels and the heart does not receive sufficient oxgenated blood.      There can be birth defects.""","[{""q1a"":{""no"":true,""yes"":false},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
"307FVKVSZY9GDCOKQTM81761HQA74Y","30E4L8P2E9CNOGMU96TI711USER8B6","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.03","Tue Aug 02 13:18:21 PDT 2022","3","BatchId:4794448;OriginalHitTemplateId:928390909;","3600","259200","Tue Aug 09 13:18:21 PDT 2022","","","3J88R45B2OSY34ENWTNWMOP8PREPXD","A2ZLJQWCM8KU36","Submitted","Tue Aug 02 13:24:26 PDT 2022","Tue Aug 02 14:18:43 PDT 2022","Fri Aug 05 14:18:43 PDT 2022","","","","3257","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Heart-Disease/underlying-hear-diseases/show/775343#post_4051899""","""Underlying causes can be associated with agents (viral, medication, drugs,m alcohol. etc.) that damage the heart muscle and impair pumping and filling of heart chambers.\r\n\r\nAn underlying cause can be damaged/blocked vessels and the heart does not receive sufficient oxgenated blood.  \r\n\r\nThere can be birth defects.""","""Underlying causes can be associated with agents (viral, medication, drugs,m alcohol. etc.) that damage the heart muscle and impair pumping and filling of heart chambers.    An underlying cause can be damaged/blocked vessels and the heart does not receive sufficient oxgenated blood.      There can be birth defects.""","[{""q1a"":{""no"":true,""yes"":false},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
"307L9TDWK5MKY1X36MYENZ0L35JN34","30E4L8P2E9CNOGMU96TI711USER8B6","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.03","Tue Aug 02 13:18:37 PDT 2022","3","BatchId:4794448;OriginalHitTemplateId:928390909;","3600","259200","Tue Aug 09 13:18:37 PDT 2022","","","3V0Z7YWSI6UA788MUGB22QKUY6D2VZ","A1ZLPVR2UX5NKS","Submitted","Tue Aug 02 13:22:10 PDT 2022","Tue Aug 02 13:23:12 PDT 2022","Fri Aug 05 13:23:12 PDT 2022","","","","62","0% (0/0)","0% (0/0)","0% (0/0)","Yes","""https://www.medhelp.org/posts/Bipolar-Disorder/Anyone-Come-off-meds-and-been-Med-free-successfuly/show/1671837","""Have any of you gone medfree and it be ok? My doctor has taken me off meds to \""see what happens\"", im scared, I have cut the meds by half now and tonight should be the night I stop taking them altogether. I would like to be med free and so 50% of me wants to try but 50% of me is scared and anxious, I dont want to get depressed again or worse have a mixed episode which it what I have mainly suffered from. I have put in a call to my doctor this morning to try and understand her reasons because I dont think I really understand why she is doing this, I am fairly steady and although I am sufferring from anxiety, my moods are mild and so this has been the best I have been in 3 years and  dont want to go back. Should I be concerned or should I just relax and take it one day at a time? Has anyone been successful or not and got sick again and if so how long did it take? ""","""Have any of you gone medfree and it be ok? My doctor has taken me off meds to  ""see what happens "", im scared, I have cut the meds by half now and tonight should be the night I stop taking them altogether. I would like to be med free and so 50% of me wants to try but 50% of me is scared and anxious, I dont want to get depressed again or worse have a mixed episode which it what I have mainly suffered from. I have put in a call to my doctor this morning to try and understand her reasons because I dont think I really understand why she is doing this, I am fairly steady and although I am sufferring from anxiety, my moods are mild and so this has been the best I have been in 3 years and  dont want to go back. Should I be concerned or should I just relax and take it one day at a time? Has anyone been successful or not and got sick again and if so how long did it take? ""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true},""q2a"":{""q2a1"":false,""q2a2"":false,""q2a3"":true,""q2a4"":false,""q2a5"":false,""q2a6"":false,""q2a7"":false,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":true,""very_confident"":false}}]"
"307L9TDWK5MKY1X36MYENZ0L35JN34","30E4L8P2E9CNOGMU96TI711USER8B6","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.03","Tue Aug 02 13:18:37 PDT 2022","3","BatchId:4794448;OriginalHitTemplateId:928390909;","3600","259200","Tue Aug 09 13:18:37 PDT 2022","","","3WQQ9FUS6IO6K9C55GT3B53QHEO8B1","A2XJH3WC02RMXQ","Submitted","Tue Aug 02 13:19:17 PDT 2022","Tue Aug 02 13:47:09 PDT 2022","Fri Aug 05 13:47:09 PDT 2022","","","","1672","0% (0/0)","0% (0/0)","0% (0/0)","Yes","""https://www.medhelp.org/posts/Bipolar-Disorder/Anyone-Come-off-meds-and-been-Med-free-successfuly/show/1671837","""Have any of you gone medfree and it be ok? My doctor has taken me off meds to \""see what happens\"", im scared, I have cut the meds by half now and tonight should be the night I stop taking them altogether. I would like to be med free and so 50% of me wants to try but 50% of me is scared and anxious, I dont want to get depressed again or worse have a mixed episode which it what I have mainly suffered from. I have put in a call to my doctor this morning to try and understand her reasons because I dont think I really understand why she is doing this, I am fairly steady and although I am sufferring from anxiety, my moods are mild and so this has been the best I have been in 3 years and  dont want to go back. Should I be concerned or should I just relax and take it one day at a time? Has anyone been successful or not and got sick again and if so how long did it take? ""","""Have any of you gone medfree and it be ok? My doctor has taken me off meds to  ""see what happens "", im scared, I have cut the meds by half now and tonight should be the night I stop taking them altogether. I would like to be med free and so 50% of me wants to try but 50% of me is scared and anxious, I dont want to get depressed again or worse have a mixed episode which it what I have mainly suffered from. I have put in a call to my doctor this morning to try and understand her reasons because I dont think I really understand why she is doing this, I am fairly steady and although I am sufferring from anxiety, my moods are mild and so this has been the best I have been in 3 years and  dont want to go back. Should I be concerned or should I just relax and take it one day at a time? Has anyone been successful or not and got sick again and if so how long did it take? ""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true},""q2a"":{""q2a1"":false,""q2a2"":false,""q2a3"":false,""q2a4"":false,""q2a5"":false,""q2a6"":true,""q2a7"":false,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
"307L9TDWK5MKY1X36MYENZ0L35JN34","30E4L8P2E9CNOGMU96TI711USER8B6","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.03","Tue Aug 02 13:18:37 PDT 2022","3","BatchId:4794448;OriginalHitTemplateId:928390909;","3600","259200","Tue Aug 09 13:18:37 PDT 2022","","","3WLEIWSYHWB5P7D2PRUYNPTLQR22H9","A38AQF5BPHJS4C","Submitted","Tue Aug 02 13:21:43 PDT 2022","Tue Aug 02 13:22:20 PDT 2022","Fri Aug 05 13:22:20 PDT 2022","","","","37","0% (0/0)","0% (0/0)","0% (0/0)","Yes","""https://www.medhelp.org/posts/Bipolar-Disorder/Anyone-Come-off-meds-and-been-Med-free-successfuly/show/1671837","""Have any of you gone medfree and it be ok? My doctor has taken me off meds to \""see what happens\"", im scared, I have cut the meds by half now and tonight should be the night I stop taking them altogether. I would like to be med free and so 50% of me wants to try but 50% of me is scared and anxious, I dont want to get depressed again or worse have a mixed episode which it what I have mainly suffered from. I have put in a call to my doctor this morning to try and understand her reasons because I dont think I really understand why she is doing this, I am fairly steady and although I am sufferring from anxiety, my moods are mild and so this has been the best I have been in 3 years and  dont want to go back. Should I be concerned or should I just relax and take it one day at a time? Has anyone been successful or not and got sick again and if so how long did it take? ""","""Have any of you gone medfree and it be ok? My doctor has taken me off meds to  ""see what happens "", im scared, I have cut the meds by half now and tonight should be the night I stop taking them altogether. I would like to be med free and so 50% of me wants to try but 50% of me is scared and anxious, I dont want to get depressed again or worse have a mixed episode which it what I have mainly suffered from. I have put in a call to my doctor this morning to try and understand her reasons because I dont think I really understand why she is doing this, I am fairly steady and although I am sufferring from anxiety, my moods are mild and so this has been the best I have been in 3 years and  dont want to go back. Should I be concerned or should I just relax and take it one day at a time? Has anyone been successful or not and got sick again and if so how long did it take? ""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true},""q2a"":{""q2a1"":true,""q2a2"":false,""q2a3"":false,""q2a4"":false,""q2a5"":false,""q2a6"":false,""q2a7"":false,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":true,""very_confident"":false}}]"
"3087LXLJ7TACTHLPPBXIDWT5Y2DF0U","30E4L8P2E9CNOGMU96TI711USER8B6","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.03","Tue Aug 02 13:18:35 PDT 2022","3","BatchId:4794448;OriginalHitTemplateId:928390909;","3600","259200","Tue Aug 09 13:18:35 PDT 2022","","","3U0SRXB7CLZE3NGY7F4CTHYPOVQRNL","A3EJ9921TCZUEJ","Submitted","Tue Aug 02 13:20:43 PDT 2022","Tue Aug 02 13:30:38 PDT 2022","Fri Aug 05 13:30:38 PDT 2022","","","","595","0% (0/0)","0% (0/0)","0% (0/0)","Yes","""https://www.medhelp.org/posts/Anxiety/Symptoms-connected-to-Anxiety/show/473125","""About a month ago i started having quite severe anal itching. I immeadatley thought it was hemmorhoids (due to the fact i had them once when i was about 6 years old) I tried using hemmorhoidal oinments for about a week and a half, and the itching seemed to just get worse. So i went to my docter, and she did a rectal finger exam and found nothing other than what looked like a tear. So she told me to use hydrocortisone cream; and i did but after about another week and a half of using it, it just seemed to get worse, and start feel weird shooting pains in my head, twitching almost all the time in random places on my body for about 2 seconds, abdominal pain, swollen lymph nodes in my neck and a flu i could not shake. So i got an HIV test along with a few other STD tests and they were all perfect, and i talked to my docter about maybe having pinworms or some other form of parasite, so she prescribed me Albendazole, which i took, my itching seemed to go away but i found out that soda may have something to do with it, \r\n\r\nor are all of these weird symptoms a sign of anxiety, i mean i have been really uptight and nervous due to the fact that i am moving away to go to college in a week, any connection""","""About a month ago i started having quite severe anal itching. I immeadatley thought it was hemmorhoids (due to the fact i had them once when i was about 6 years old) I tried using hemmorhoidal oinments for about a week and a half, and the itching seemed to just get worse. So i went to my docter, and she did a rectal finger exam and found nothing other than what looked like a tear. So she told me to use hydrocortisone cream; and i did but after about another week and a half of using it, it just seemed to get worse, and start feel weird shooting pains in my head, twitching almost all the time in random places on my body for about 2 seconds, abdominal pain, swollen lymph nodes in my neck and a flu i could not shake. So i got an HIV test along with a few other STD tests and they were all perfect, and i talked to my docter about maybe having pinworms or some other form of parasite, so she prescribed me Albendazole, which i took, my itching seemed to go away but i found out that soda may have something to do with it,     or are all of these weird symptoms a sign of anxiety, i mean i have been really uptight and nervous due to the fact that i am moving away to go to college in a week, any connection""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true},""q2a"":{""q2a1"":false,""q2a2"":true,""q2a3"":true,""q2a4"":false,""q2a5"":false,""q2a6"":false,""q2a7"":false,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
"3087LXLJ7TACTHLPPBXIDWT5Y2DF0U","30E4L8P2E9CNOGMU96TI711USER8B6","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.03","Tue Aug 02 13:18:35 PDT 2022","3","BatchId:4794448;OriginalHitTemplateId:928390909;","3600","259200","Tue Aug 09 13:18:35 PDT 2022","","","3UOUJI6MTL8BV9MJDFMQWUC7X87UXF","A3O6J3ZZHMEQR1","Submitted","Tue Aug 02 13:29:04 PDT 2022","Tue Aug 02 13:40:11 PDT 2022","Fri Aug 05 13:40:11 PDT 2022","","","","667","0% (0/0)","0% (0/0)","0% (0/0)","Yes","""https://www.medhelp.org/posts/Anxiety/Symptoms-connected-to-Anxiety/show/473125","""About a month ago i started having quite severe anal itching. I immeadatley thought it was hemmorhoids (due to the fact i had them once when i was about 6 years old) I tried using hemmorhoidal oinments for about a week and a half, and the itching seemed to just get worse. So i went to my docter, and she did a rectal finger exam and found nothing other than what looked like a tear. So she told me to use hydrocortisone cream; and i did but after about another week and a half of using it, it just seemed to get worse, and start feel weird shooting pains in my head, twitching almost all the time in random places on my body for about 2 seconds, abdominal pain, swollen lymph nodes in my neck and a flu i could not shake. So i got an HIV test along with a few other STD tests and they were all perfect, and i talked to my docter about maybe having pinworms or some other form of parasite, so she prescribed me Albendazole, which i took, my itching seemed to go away but i found out that soda may have something to do with it, \r\n\r\nor are all of these weird symptoms a sign of anxiety, i mean i have been really uptight and nervous due to the fact that i am moving away to go to college in a week, any connection""","""About a month ago i started having quite severe anal itching. I immeadatley thought it was hemmorhoids (due to the fact i had them once when i was about 6 years old) I tried using hemmorhoidal oinments for about a week and a half, and the itching seemed to just get worse. So i went to my docter, and she did a rectal finger exam and found nothing other than what looked like a tear. So she told me to use hydrocortisone cream; and i did but after about another week and a half of using it, it just seemed to get worse, and start feel weird shooting pains in my head, twitching almost all the time in random places on my body for about 2 seconds, abdominal pain, swollen lymph nodes in my neck and a flu i could not shake. So i got an HIV test along with a few other STD tests and they were all perfect, and i talked to my docter about maybe having pinworms or some other form of parasite, so she prescribed me Albendazole, which i took, my itching seemed to go away but i found out that soda may have something to do with it,     or are all of these weird symptoms a sign of anxiety, i mean i have been really uptight and nervous due to the fact that i am moving away to go to college in a week, any connection""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":true,""very_confident"":false},""q2a"":{""q2a1"":false,""q2a2"":false,""q2a3"":true,""q2a4"":false,""q2a5"":true,""q2a6"":false,""q2a7"":false,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":true,""very_confident"":false}}]"
"3087LXLJ7TACTHLPPBXIDWT5Y2DF0U","30E4L8P2E9CNOGMU96TI711USER8B6","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.03","Tue Aug 02 13:18:35 PDT 2022","3","BatchId:4794448;OriginalHitTemplateId:928390909;","3600","259200","Tue Aug 09 13:18:35 PDT 2022","","","31LM9EDVOTMX5ZXLZAV3RQCYEEWJNL","A3UBH7E0BEB23K","Submitted","Tue Aug 02 13:20:06 PDT 2022","Tue Aug 02 13:20:44 PDT 2022","Fri Aug 05 13:20:44 PDT 2022","","","","38","0% (0/0)","0% (0/0)","0% (0/0)","Yes","""https://www.medhelp.org/posts/Anxiety/Symptoms-connected-to-Anxiety/show/473125","""About a month ago i started having quite severe anal itching. I immeadatley thought it was hemmorhoids (due to the fact i had them once when i was about 6 years old) I tried using hemmorhoidal oinments for about a week and a half, and the itching seemed to just get worse. So i went to my docter, and she did a rectal finger exam and found nothing other than what looked like a tear. So she told me to use hydrocortisone cream; and i did but after about another week and a half of using it, it just seemed to get worse, and start feel weird shooting pains in my head, twitching almost all the time in random places on my body for about 2 seconds, abdominal pain, swollen lymph nodes in my neck and a flu i could not shake. So i got an HIV test along with a few other STD tests and they were all perfect, and i talked to my docter about maybe having pinworms or some other form of parasite, so she prescribed me Albendazole, which i took, my itching seemed to go away but i found out that soda may have something to do with it, \r\n\r\nor are all of these weird symptoms a sign of anxiety, i mean i have been really uptight and nervous due to the fact that i am moving away to go to college in a week, any connection""","""About a month ago i started having quite severe anal itching. I immeadatley thought it was hemmorhoids (due to the fact i had them once when i was about 6 years old) I tried using hemmorhoidal oinments for about a week and a half, and the itching seemed to just get worse. So i went to my docter, and she did a rectal finger exam and found nothing other than what looked like a tear. So she told me to use hydrocortisone cream; and i did but after about another week and a half of using it, it just seemed to get worse, and start feel weird shooting pains in my head, twitching almost all the time in random places on my body for about 2 seconds, abdominal pain, swollen lymph nodes in my neck and a flu i could not shake. So i got an HIV test along with a few other STD tests and they were all perfect, and i talked to my docter about maybe having pinworms or some other form of parasite, so she prescribed me Albendazole, which i took, my itching seemed to go away but i found out that soda may have something to do with it,     or are all of these weird symptoms a sign of anxiety, i mean i have been really uptight and nervous due to the fact that i am moving away to go to college in a week, any connection""","[{""q1a"":{""no"":true,""yes"":false},""q1b"":{""not_confident"":true,""somewhat_confident"":false,""very_confident"":false}}]"
"30EMX9PEWRDNACXFZO7Z3FRT1QDKSO","30E4L8P2E9CNOGMU96TI711USER8B6","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.03","Tue Aug 02 13:18:45 PDT 2022","3","BatchId:4794448;OriginalHitTemplateId:928390909;","3600","259200","Tue Aug 09 13:18:45 PDT 2022","","","3VD82FOHKYISF6RRQXEUJBZ8E4WCOJ","A1VHK9OFD7H8ZH","Submitted","Tue Aug 02 13:29:03 PDT 2022","Tue Aug 02 13:44:04 PDT 2022","Fri Aug 05 13:44:04 PDT 2022","","","","901","0% (0/0)","0% (0/0)","0% (0/0)","Yes","""https://www.medhelp.org/posts/Cancer/What-causes-enlargement-of-lymph-nodes/show/1008288","""My young sister complained of a lump in her inginal node. At first there was a pus-like liquid oozing. After 3 weeks, there was no more liquid \""leaking out\"" of the lump, however, it grew bigger. My sister just finished taking her antibiotic to treat her tonsilitis. She was wondering why the lump grew bigger. Now it is about 1 cm in size. What could it be?""","""My young sister complained of a lump in her inginal node. At first there was a pus-like liquid oozing. After 3 weeks, there was no more liquid  ""leaking out "" of the lump, however, it grew bigger. My sister just finished taking her antibiotic to treat her tonsilitis. She was wondering why the lump grew bigger. Now it is about 1 cm in size. What could it be?""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true},""q2a"":{""q2a1"":true,""q2a2"":false,""q2a3"":false,""q2a4"":false,""q2a5"":false,""q2a6"":false,""q2a7"":false,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
