"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.m_1","Input.url","Input.text_","Input.text","Answer.taskAnswers","Approve","Reject"
"3087LXLJ7TACTHLPPBXIDWT5Y4VF0G","3IFS5X633LROVO9YKBCP60FVZEIK9R","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.02","Wed Aug 03 17:17:32 PDT 2022","5","BatchId:4795462;OriginalHitTemplateId:928390909;","900","259200","Wed Aug 10 17:17:32 PDT 2022","","","3YZ8UPK3V1GNSBBOMJQ3IHRXX07CU4","A1HEB7F1J8ENZI","Submitted","Wed Aug 03 17:18:16 PDT 2022","Wed Aug 03 17:19:46 PDT 2022","Sat Aug 06 17:19:46 PDT 2022","","","","90","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Eye-Care/Any-cure-for-retina-problem/show/1117179","""Hi,\r\n\r\nMy name is Gaurav and i am from India.My Father is sufferring from Retina problem from many years due to which now his vision has become very week and to an extent that he cannot reads words.We have consulted many doctors in Delhi,India but could not find any cure and all the therepies and medicines also cannot stop the degradation to occur.\r\nCan any on eplease help me in thi scase with any Therepy or Surgery which can help me to cure this disease either completely or at least to some extent.\r\n\r\nRegards\r\nGaurav Aggarwal""","""Hi,    My name is Gaurav and i am from India.My Father is sufferring from Retina problem from many years due to which now his vision has become very week and to an extent that he cannot reads words.We have consulted many doctors in Delhi,India but could not find any cure and all the therepies and medicines also cannot stop the degradation to occur.  Can any on eplease help me in thi scase with any Therepy or Surgery which can help me to cure this disease either completely or at least to some extent.    Regards  Gaurav Aggarwal""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true},""q2a"":{""q2a1"":false,""q2a2"":true,""q2a3"":false,""q2a4"":false,""q2a5"":false,""q2a6"":false,""q2a7"":false,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
"3087LXLJ7TACTHLPPBXIDWT5Y4VF0G","3IFS5X633LROVO9YKBCP60FVZEIK9R","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.02","Wed Aug 03 17:17:32 PDT 2022","5","BatchId:4795462;OriginalHitTemplateId:928390909;","900","259200","Wed Aug 10 17:17:32 PDT 2022","","","3A1PQ49WVPBY0MV66NUKI6JGZVEH1I","A2EYD5BP3AKLIE","Submitted","Wed Aug 03 17:19:39 PDT 2022","Wed Aug 03 17:30:56 PDT 2022","Sat Aug 06 17:30:56 PDT 2022","","","","677","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Eye-Care/Any-cure-for-retina-problem/show/1117179","""Hi,\r\n\r\nMy name is Gaurav and i am from India.My Father is sufferring from Retina problem from many years due to which now his vision has become very week and to an extent that he cannot reads words.We have consulted many doctors in Delhi,India but could not find any cure and all the therepies and medicines also cannot stop the degradation to occur.\r\nCan any on eplease help me in thi scase with any Therepy or Surgery which can help me to cure this disease either completely or at least to some extent.\r\n\r\nRegards\r\nGaurav Aggarwal""","""Hi,    My name is Gaurav and i am from India.My Father is sufferring from Retina problem from many years due to which now his vision has become very week and to an extent that he cannot reads words.We have consulted many doctors in Delhi,India but could not find any cure and all the therepies and medicines also cannot stop the degradation to occur.  Can any on eplease help me in thi scase with any Therepy or Surgery which can help me to cure this disease either completely or at least to some extent.    Regards  Gaurav Aggarwal""","[{""q1a"":{""no"":true,""yes"":false},""q1b"":{""not_confident"":false,""somewhat_confident"":true,""very_confident"":false}}]"
"3087LXLJ7TACTHLPPBXIDWT5Y4VF0G","3IFS5X633LROVO9YKBCP60FVZEIK9R","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.02","Wed Aug 03 17:17:32 PDT 2022","5","BatchId:4795462;OriginalHitTemplateId:928390909;","900","259200","Wed Aug 10 17:17:32 PDT 2022","","","3F1567XTN4ZT2KX4TQW76QT0OUYQ9W","A2YBRWIUM45CAJ","Submitted","Wed Aug 03 17:19:22 PDT 2022","Wed Aug 03 17:19:56 PDT 2022","Sat Aug 06 17:19:56 PDT 2022","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Eye-Care/Any-cure-for-retina-problem/show/1117179","""Hi,\r\n\r\nMy name is Gaurav and i am from India.My Father is sufferring from Retina problem from many years due to which now his vision has become very week and to an extent that he cannot reads words.We have consulted many doctors in Delhi,India but could not find any cure and all the therepies and medicines also cannot stop the degradation to occur.\r\nCan any on eplease help me in thi scase with any Therepy or Surgery which can help me to cure this disease either completely or at least to some extent.\r\n\r\nRegards\r\nGaurav Aggarwal""","""Hi,    My name is Gaurav and i am from India.My Father is sufferring from Retina problem from many years due to which now his vision has become very week and to an extent that he cannot reads words.We have consulted many doctors in Delhi,India but could not find any cure and all the therepies and medicines also cannot stop the degradation to occur.  Can any on eplease help me in thi scase with any Therepy or Surgery which can help me to cure this disease either completely or at least to some extent.    Regards  Gaurav Aggarwal""","[{""q1a"":{""no"":true,""yes"":false},""q1b"":{""not_confident"":false,""somewhat_confident"":true,""very_confident"":false}}]"
"3087LXLJ7TACTHLPPBXIDWT5Y4VF0G","3IFS5X633LROVO9YKBCP60FVZEIK9R","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.02","Wed Aug 03 17:17:32 PDT 2022","5","BatchId:4795462;OriginalHitTemplateId:928390909;","900","259200","Wed Aug 10 17:17:32 PDT 2022","","","33M4IA01QOVJFHU29LRLRJPNRJRRXH","ANOB1A4N4R6WW","Submitted","Wed Aug 03 17:20:42 PDT 2022","Wed Aug 03 17:21:18 PDT 2022","Sat Aug 06 17:21:18 PDT 2022","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Eye-Care/Any-cure-for-retina-problem/show/1117179","""Hi,\r\n\r\nMy name is Gaurav and i am from India.My Father is sufferring from Retina problem from many years due to which now his vision has become very week and to an extent that he cannot reads words.We have consulted many doctors in Delhi,India but could not find any cure and all the therepies and medicines also cannot stop the degradation to occur.\r\nCan any on eplease help me in thi scase with any Therepy or Surgery which can help me to cure this disease either completely or at least to some extent.\r\n\r\nRegards\r\nGaurav Aggarwal""","""Hi,    My name is Gaurav and i am from India.My Father is sufferring from Retina problem from many years due to which now his vision has become very week and to an extent that he cannot reads words.We have consulted many doctors in Delhi,India but could not find any cure and all the therepies and medicines also cannot stop the degradation to occur.  Can any on eplease help me in thi scase with any Therepy or Surgery which can help me to cure this disease either completely or at least to some extent.    Regards  Gaurav Aggarwal""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true},""q2a"":{""q2a1"":true,""q2a2"":true,""q2a3"":true,""q2a4"":true,""q2a5"":true,""q2a6"":true,""q2a7"":false,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
"3087LXLJ7TACTHLPPBXIDWT5Y4VF0G","3IFS5X633LROVO9YKBCP60FVZEIK9R","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.02","Wed Aug 03 17:17:32 PDT 2022","5","BatchId:4795462;OriginalHitTemplateId:928390909;","900","259200","Wed Aug 10 17:17:32 PDT 2022","","","3TGOYF9915GJE5SO8AB3CND340FUUX","AZ3WBEZUQ60EC","Submitted","Wed Aug 03 17:25:22 PDT 2022","Wed Aug 03 17:26:39 PDT 2022","Sat Aug 06 17:26:39 PDT 2022","","","","77","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Eye-Care/Any-cure-for-retina-problem/show/1117179","""Hi,\r\n\r\nMy name is Gaurav and i am from India.My Father is sufferring from Retina problem from many years due to which now his vision has become very week and to an extent that he cannot reads words.We have consulted many doctors in Delhi,India but could not find any cure and all the therepies and medicines also cannot stop the degradation to occur.\r\nCan any on eplease help me in thi scase with any Therepy or Surgery which can help me to cure this disease either completely or at least to some extent.\r\n\r\nRegards\r\nGaurav Aggarwal""","""Hi,    My name is Gaurav and i am from India.My Father is sufferring from Retina problem from many years due to which now his vision has become very week and to an extent that he cannot reads words.We have consulted many doctors in Delhi,India but could not find any cure and all the therepies and medicines also cannot stop the degradation to occur.  Can any on eplease help me in thi scase with any Therepy or Surgery which can help me to cure this disease either completely or at least to some extent.    Regards  Gaurav Aggarwal""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true},""q2a"":{""q2a1"":false,""q2a2"":true,""q2a3"":false,""q2a4"":false,""q2a5"":false,""q2a6"":false,""q2a7"":false,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
"30QQTY5GNREFUAIZ5ZDQEB4VG5G7U7","3IFS5X633LROVO9YKBCP60FVZEIK9R","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.02","Wed Aug 03 17:17:31 PDT 2022","5","BatchId:4795462;OriginalHitTemplateId:928390909;","900","259200","Wed Aug 10 17:17:31 PDT 2022","","","3DY46V3X3XCL8BCU68VNWZT762S557","A18V8FRN40LJ4J","Submitted","Wed Aug 03 17:18:00 PDT 2022","Wed Aug 03 17:19:34 PDT 2022","Sat Aug 06 17:19:34 PDT 2022","","","","94","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Diabetes-Prevention--Pre-Diabetes/Reactive-Hypoglycemia/show/3001198#post_14285389""","""Hi, \r\n\r\nYes, your results show reactive hypoglycemia.  This can be a precursor to diabetes (in the future). \r\n\r\nThe best diet to manage reactive hypoglycemia is a diet that keeps insulin levels low (Because too high insulin / overshooting of insulin in response to carbs eaten), is what causes hypoglycemia. \r\n\r\nSo best diet will be a low carb diet, with plenty of protein (protein digests slowly and helps stable blood sugars), healthy fats (also helps slow digestion and thus less insulin requirements), and small amounts of carbs coming from non-sweetened foods / mostly non-starchy veges.\r\n\r\nEliminate added sugars, sweetened and processed foods, and starchy vegetables / fruits.  Nuts, unsweetened dairy, vegetables, meats, cheese, etc.\r\n ""","""Hi,     Yes, your results show reactive hypoglycemia.  This can be a precursor to diabetes (in the future).     The best diet to manage reactive hypoglycemia is a diet that keeps insulin levels low (Because too high insulin / overshooting of insulin in response to carbs eaten), is what causes hypoglycemia.     So best diet will be a low carb diet, with plenty of protein (protein digests slowly and helps stable blood sugars), healthy fats (also helps slow digestion and thus less insulin requirements), and small amounts of carbs coming from non-sweetened foods / mostly non-starchy veges.    Eliminate added sugars, sweetened and processed foods, and starchy vegetables / fruits.  Nuts, unsweetened dairy, vegetables, meats, cheese, etc.   ""","[{""q1a"":{""no"":true,""yes"":false},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
"30QQTY5GNREFUAIZ5ZDQEB4VG5G7U7","3IFS5X633LROVO9YKBCP60FVZEIK9R","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.02","Wed Aug 03 17:17:31 PDT 2022","5","BatchId:4795462;OriginalHitTemplateId:928390909;","900","259200","Wed Aug 10 17:17:31 PDT 2022","","","3D3VGR7TA897ZJNOPWKXK30JKOSR3J","A2DXSNQM308NHW","Submitted","Wed Aug 03 17:28:31 PDT 2022","Wed Aug 03 17:28:50 PDT 2022","Sat Aug 06 17:28:50 PDT 2022","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Diabetes-Prevention--Pre-Diabetes/Reactive-Hypoglycemia/show/3001198#post_14285389""","""Hi, \r\n\r\nYes, your results show reactive hypoglycemia.  This can be a precursor to diabetes (in the future). \r\n\r\nThe best diet to manage reactive hypoglycemia is a diet that keeps insulin levels low (Because too high insulin / overshooting of insulin in response to carbs eaten), is what causes hypoglycemia. \r\n\r\nSo best diet will be a low carb diet, with plenty of protein (protein digests slowly and helps stable blood sugars), healthy fats (also helps slow digestion and thus less insulin requirements), and small amounts of carbs coming from non-sweetened foods / mostly non-starchy veges.\r\n\r\nEliminate added sugars, sweetened and processed foods, and starchy vegetables / fruits.  Nuts, unsweetened dairy, vegetables, meats, cheese, etc.\r\n ""","""Hi,     Yes, your results show reactive hypoglycemia.  This can be a precursor to diabetes (in the future).     The best diet to manage reactive hypoglycemia is a diet that keeps insulin levels low (Because too high insulin / overshooting of insulin in response to carbs eaten), is what causes hypoglycemia.     So best diet will be a low carb diet, with plenty of protein (protein digests slowly and helps stable blood sugars), healthy fats (also helps slow digestion and thus less insulin requirements), and small amounts of carbs coming from non-sweetened foods / mostly non-starchy veges.    Eliminate added sugars, sweetened and processed foods, and starchy vegetables / fruits.  Nuts, unsweetened dairy, vegetables, meats, cheese, etc.   ""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true},""q2a"":{""q2a1"":true,""q2a2"":true,""q2a3"":true,""q2a4"":true,""q2a5"":true,""q2a6"":true,""q2a7"":true,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
"30QQTY5GNREFUAIZ5ZDQEB4VG5G7U7","3IFS5X633LROVO9YKBCP60FVZEIK9R","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.02","Wed Aug 03 17:17:31 PDT 2022","5","BatchId:4795462;OriginalHitTemplateId:928390909;","900","259200","Wed Aug 10 17:17:31 PDT 2022","","","3VAR3R6G1XVQ331E9LYPHP3PPNZO8Y","A2WWA2SBVAQLJQ","Submitted","Wed Aug 03 17:23:53 PDT 2022","Wed Aug 03 17:24:51 PDT 2022","Sat Aug 06 17:24:51 PDT 2022","","","","58","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Diabetes-Prevention--Pre-Diabetes/Reactive-Hypoglycemia/show/3001198#post_14285389""","""Hi, \r\n\r\nYes, your results show reactive hypoglycemia.  This can be a precursor to diabetes (in the future). \r\n\r\nThe best diet to manage reactive hypoglycemia is a diet that keeps insulin levels low (Because too high insulin / overshooting of insulin in response to carbs eaten), is what causes hypoglycemia. \r\n\r\nSo best diet will be a low carb diet, with plenty of protein (protein digests slowly and helps stable blood sugars), healthy fats (also helps slow digestion and thus less insulin requirements), and small amounts of carbs coming from non-sweetened foods / mostly non-starchy veges.\r\n\r\nEliminate added sugars, sweetened and processed foods, and starchy vegetables / fruits.  Nuts, unsweetened dairy, vegetables, meats, cheese, etc.\r\n ""","""Hi,     Yes, your results show reactive hypoglycemia.  This can be a precursor to diabetes (in the future).     The best diet to manage reactive hypoglycemia is a diet that keeps insulin levels low (Because too high insulin / overshooting of insulin in response to carbs eaten), is what causes hypoglycemia.     So best diet will be a low carb diet, with plenty of protein (protein digests slowly and helps stable blood sugars), healthy fats (also helps slow digestion and thus less insulin requirements), and small amounts of carbs coming from non-sweetened foods / mostly non-starchy veges.    Eliminate added sugars, sweetened and processed foods, and starchy vegetables / fruits.  Nuts, unsweetened dairy, vegetables, meats, cheese, etc.   ""","[{""q1a"":{""no"":true,""yes"":false},""q1b"":{""not_confident"":false,""somewhat_confident"":true,""very_confident"":false}}]"
"30QQTY5GNREFUAIZ5ZDQEB4VG5G7U7","3IFS5X633LROVO9YKBCP60FVZEIK9R","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.02","Wed Aug 03 17:17:31 PDT 2022","5","BatchId:4795462;OriginalHitTemplateId:928390909;","900","259200","Wed Aug 10 17:17:31 PDT 2022","","","3PH3VY7DJTRDS8B39XPCB3DFRY5ZWQ","AJJUXWSLPDQQ7","Submitted","Wed Aug 03 17:25:50 PDT 2022","Wed Aug 03 17:26:38 PDT 2022","Sat Aug 06 17:26:38 PDT 2022","","","","48","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Diabetes-Prevention--Pre-Diabetes/Reactive-Hypoglycemia/show/3001198#post_14285389""","""Hi, \r\n\r\nYes, your results show reactive hypoglycemia.  This can be a precursor to diabetes (in the future). \r\n\r\nThe best diet to manage reactive hypoglycemia is a diet that keeps insulin levels low (Because too high insulin / overshooting of insulin in response to carbs eaten), is what causes hypoglycemia. \r\n\r\nSo best diet will be a low carb diet, with plenty of protein (protein digests slowly and helps stable blood sugars), healthy fats (also helps slow digestion and thus less insulin requirements), and small amounts of carbs coming from non-sweetened foods / mostly non-starchy veges.\r\n\r\nEliminate added sugars, sweetened and processed foods, and starchy vegetables / fruits.  Nuts, unsweetened dairy, vegetables, meats, cheese, etc.\r\n ""","""Hi,     Yes, your results show reactive hypoglycemia.  This can be a precursor to diabetes (in the future).     The best diet to manage reactive hypoglycemia is a diet that keeps insulin levels low (Because too high insulin / overshooting of insulin in response to carbs eaten), is what causes hypoglycemia.     So best diet will be a low carb diet, with plenty of protein (protein digests slowly and helps stable blood sugars), healthy fats (also helps slow digestion and thus less insulin requirements), and small amounts of carbs coming from non-sweetened foods / mostly non-starchy veges.    Eliminate added sugars, sweetened and processed foods, and starchy vegetables / fruits.  Nuts, unsweetened dairy, vegetables, meats, cheese, etc.   ""","[{""q1a"":{""no"":true,""yes"":false},""q1b"":{""not_confident"":false,""somewhat_confident"":false,""very_confident"":true}}]"
"30QQTY5GNREFUAIZ5ZDQEB4VG5G7U7","3IFS5X633LROVO9YKBCP60FVZEIK9R","Answer ""Yes"" / ""No""- Does this social media comment talk about a person changing medication? If “Yes”, select the reasons why.","Question (1): Yes / No – Does this comment talk about a person changing medication? Question (2): If “Yes” for (1), Select all reasons that apply from a list of 8 options.","easy, fast, data, categorize, classify","$0.02","Wed Aug 03 17:17:31 PDT 2022","5","BatchId:4795462;OriginalHitTemplateId:928390909;","900","259200","Wed Aug 10 17:17:31 PDT 2022","","","3OLQQLKKN0JTBTK86BSK13IP1WPJEB","AXJCV4FWC4BGQ","Submitted","Wed Aug 03 17:49:28 PDT 2022","Wed Aug 03 17:50:28 PDT 2022","Sat Aug 06 17:50:28 PDT 2022","","","","60","0% (0/0)","0% (0/0)","0% (0/0)","No  (skip Questions 3-6)","""https://www.medhelp.org/posts/Diabetes-Prevention--Pre-Diabetes/Reactive-Hypoglycemia/show/3001198#post_14285389""","""Hi, \r\n\r\nYes, your results show reactive hypoglycemia.  This can be a precursor to diabetes (in the future). \r\n\r\nThe best diet to manage reactive hypoglycemia is a diet that keeps insulin levels low (Because too high insulin / overshooting of insulin in response to carbs eaten), is what causes hypoglycemia. \r\n\r\nSo best diet will be a low carb diet, with plenty of protein (protein digests slowly and helps stable blood sugars), healthy fats (also helps slow digestion and thus less insulin requirements), and small amounts of carbs coming from non-sweetened foods / mostly non-starchy veges.\r\n\r\nEliminate added sugars, sweetened and processed foods, and starchy vegetables / fruits.  Nuts, unsweetened dairy, vegetables, meats, cheese, etc.\r\n ""","""Hi,     Yes, your results show reactive hypoglycemia.  This can be a precursor to diabetes (in the future).     The best diet to manage reactive hypoglycemia is a diet that keeps insulin levels low (Because too high insulin / overshooting of insulin in response to carbs eaten), is what causes hypoglycemia.     So best diet will be a low carb diet, with plenty of protein (protein digests slowly and helps stable blood sugars), healthy fats (also helps slow digestion and thus less insulin requirements), and small amounts of carbs coming from non-sweetened foods / mostly non-starchy veges.    Eliminate added sugars, sweetened and processed foods, and starchy vegetables / fruits.  Nuts, unsweetened dairy, vegetables, meats, cheese, etc.   ""","[{""q1a"":{""no"":false,""yes"":true},""q1b"":{""not_confident"":false,""somewhat_confident"":true,""very_confident"":false},""q2a"":{""q2a1"":false,""q2a2"":true,""q2a3"":false,""q2a4"":false,""q2a5"":false,""q2a6"":false,""q2a7"":false,""q2a8"":false},""q2b"":{""not_confident"":false,""somewhat_confident"":true,""very_confident"":false}}]"
